GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS276681818	2021-04-01 15:14:13.10447	32858	species	Yellow-rumped Warbler	Setophaga coronata			30					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2014-10-16	08:20:00	obsr246969	S20254171	Traveling	P22	EBIRD	160	2.816		11	1	G1022692	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS278362982	2021-03-25 00:00:02.137287	32858	species	Yellow-rumped Warbler	Setophaga coronata			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Paradise Farm Camps CCWA (private)	L719482	P	39.9969804	-75.6661034	2014-10-28	08:51:00	obsr11194	S20368819	Incidental	P20	EBIRD				1	1		0	1	0		While working <br />Submitted from BirdLog NA for iOS, version 1.6.1		
URN:CornellLabOfOrnithology:EBIRD:OBS276051118	2021-04-01 15:14:13.10447	32858	species	Yellow-rumped Warbler	Setophaga coronata			7					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2014-10-11	05:45:00	obsr171621	S20210332	Stationary	P21	EBIRD	720			4	1	G1018577	0	1	0		Bucktoe Big Sit by the Deadwood Birders.  Rain showers in the morning, ending by mid-day, then overcast and in the low 50's.		
URN:CornellLabOfOrnithology:EBIRD:OBS278448799	2021-03-25 00:00:02.137287	32858	species	Yellow-rumped Warbler	Setophaga coronata			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Hilltop Rd. Yard	L947074	P	39.8009020	-75.7887340	2014-10-29	16:48:00	obsr222247	S20375342	Stationary	P21	EBIRD	12			1	1		0	1	0		Submitted from  BirdLog NA for Android v1.9.6		
URN:CornellLabOfOrnithology:EBIRD:OBS277801771	2021-03-25 00:00:02.137287	32858	species	Yellow-rumped Warbler	Setophaga coronata			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_963	29			Nottingham County Park	L130649	H	39.7365913	-76.0396423	2014-10-25	10:06:00	obsr21578	S20331167	Traveling	P22	EBIRD	112	5.230		2	1		0	1	0		Submitted from  BirdLog NA for Android v1.9.3		
URN:CornellLabOfOrnithology:EBIRD:OBS276849128	2021-03-25 00:00:02.137287	32858	species	Yellow-rumped Warbler	Setophaga coronata			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Hibernia County Park	L506093	H	40.0298490	-75.8473563	2014-10-18	11:21:00	obsr294335	S20266043	Stationary	P21	EBIRD	64			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS278867994	2021-03-25 00:00:02.137287	32858	species	Yellow-rumped Warbler	Setophaga coronata			3					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2014-10-30	08:30:00	obsr246969	S20405389	Traveling	P22	EBIRD	180	3.219		13	1	G1034044	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS275670462	2021-03-25 00:00:02.137287	32858	species	Yellow-rumped Warbler	Setophaga coronata			25					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2014-10-09	08:30:00	obsr233063	S20183377	Traveling	P22	EBIRD	150	2.414		11	1	G1017127	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS275725402	2021-03-25 00:00:02.137287	32858	species	Yellow-rumped Warbler	Setophaga coronata			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Hilltop Rd. Yard	L947074	P	39.8009020	-75.7887340	2014-10-10	10:58:00	obsr222247	S20187471	Traveling	P22	EBIRD	29	0.161		1	1		0	1	0		Submitted from  BirdLog NA for Android v1.9.6		
URN:CornellLabOfOrnithology:EBIRD:OBS276229930	2018-08-03 16:44:37	32858	species	Yellow-rumped Warbler	Setophaga coronata			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Atwater Quarry (restricted access)	L834260	H	40.0693443	-75.5287635	2014-10-12	18:05:00	obsr218962	S20221992	Stationary	P21	EBIRD	46			3	1		0	1	0		Big sit checklist from the non-sanctioned Dusk Degenerates team featuring BQ, Arthur, and Chad. <br />Submitted from BirdLog NA for iOS, version 1.8		
URN:CornellLabOfOrnithology:EBIRD:OBS276162842	2021-04-01 15:14:13.10447	32858	species	Yellow-rumped Warbler	Setophaga coronata			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2014-10-12	08:00:00	obsr24203	S20217422	Traveling	P22	EBIRD	180	2.575		6	1	G1018917	0	1	0		Beautiful sunny fall morning.		
URN:CornellLabOfOrnithology:EBIRD:OBS276125923	2021-03-23 21:23:10.058299	32858	species	Yellow-rumped Warbler	Setophaga coronata			4					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_962	29			Octoraro Reservoir (IBA) (Chester Co.)	L872097	H	39.8203310	-76.0310030	2014-10-12	15:30:00	obsr293470	S20215094	Traveling	P22	EBIRD	120	4.828		9	1		0	1	0		Kayaking with friends		
URN:CornellLabOfOrnithology:EBIRD:OBS274463273	2021-03-25 00:00:02.137287	32858	species	Yellow-rumped Warbler	Setophaga coronata			4					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2014-10-03	09:00:00	obsr185422	S20017603	Traveling	P22	EBIRD	120	2.414		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS274462329	2021-03-25 00:00:02.137287	32858	species	Yellow-rumped Warbler	Setophaga coronata			15					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2014-10-02	08:20:00	obsr231923	S20017538	Traveling	P22	EBIRD	180	2.816		10	1	G1012352	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS277239069	2021-03-25 00:00:02.137287	32858	species	Yellow-rumped Warbler	Setophaga coronata			8					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			My Home	L992542	P	39.8646601	-75.6010544	2014-10-20	17:45:00	obsr171621	S20290203	Stationary	P21	EBIRD	35			1	1		0	1	0		Very nice evening. About 60 with some clouds. Birds were very active and in the 100's.		
URN:CornellLabOfOrnithology:EBIRD:OBS274891212	2021-04-01 15:14:13.10447	32858	species	Yellow-rumped Warbler	Setophaga coronata			20					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2014-10-05	17:15:00	obsr293440	S20046526	Traveling	P22	EBIRD	80	2.414		4	1	G1014675	0	1	0			Estimate	
URN:CornellLabOfOrnithology:EBIRD:OBS274436228	2021-03-25 00:00:02.137287	32858	species	Yellow-rumped Warbler	Setophaga coronata			10					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2014-10-02	08:20:00	obsr42655	S20015494	Traveling	P22	EBIRD	190	2.816		10	1	G1012352	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS276288013	2021-03-25 00:00:02.137287	32858	species	Yellow-rumped Warbler	Setophaga coronata			5					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Longwood Gardens	L503790	H	39.8726929	-75.6744719	2014-10-13	09:03:00	obsr294335	S20226143	Traveling	P22	EBIRD	107	2.414		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS276999179	2021-03-25 00:00:02.137287	32858	species	Yellow-rumped Warbler	Setophaga coronata			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			250 Sharp Road	L1006395	P	39.8151539	-75.7255465	2014-10-19	11:53:00	obsr21578	S20275624	Incidental	P20	EBIRD				1	0		0	1	0		Submitted from  BirdLog NA for Android v1.9.3		
URN:CornellLabOfOrnithology:EBIRD:OBS276116612	2021-03-25 00:00:02.137287	32858	species	Yellow-rumped Warbler	Setophaga coronata			30					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2014-10-11	12:50:00	obsr246969	S20214567	Stationary	P21	EBIRD	300			5	1	G1019265	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS277541700	2021-03-29 12:27:54.94253	32858	species	Yellow-rumped Warbler	Setophaga coronata			5					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2014-10-19	08:00:00	obsr24203	S20312560	Traveling	P22	EBIRD	180	6.276		10	1		0	1	0		Regular Sunday morning walk----Leader: Larry Lewis----Participants:  Mike Tahar, Jean-Marie Gauthier, Elizabeth Hadley, Bill Hadley, Phil Stremple, Barbara Stremple, Lana Glass, Pete Zeigler, Sue McLaughlin----Weather:  Partly Cloudy, 47-51 F, NW 20-30		
URN:CornellLabOfOrnithology:EBIRD:OBS275770917	2021-03-25 00:00:02.137287	32858	species	Yellow-rumped Warbler	Setophaga coronata			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			250 Sharp Road	L1006395	P	39.8151539	-75.7255465	2014-10-10	17:05:00	obsr21578	S20190960	Incidental	P20	EBIRD				1	0		0	1	0		Submitted from  BirdLog NA for Android v1.9.3		
URN:CornellLabOfOrnithology:EBIRD:OBS277061730	2021-03-25 00:00:02.137287	32858	species	Yellow-rumped Warbler	Setophaga coronata			5					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			My Home	L992542	P	39.8646601	-75.6010544	2014-10-19	16:00:00	obsr171621	S20279324	Stationary	P21	EBIRD	75			1	1		0	1	0		Sunny, breezy and cold.		
URN:CornellLabOfOrnithology:EBIRD:OBS275664766	2021-03-25 00:00:02.137287	32858	species	Yellow-rumped Warbler	Setophaga coronata			7					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2014-10-09	08:30:00	obsr42655	S20182988	Traveling	P22	EBIRD	150	2.414		11	1	G1017127	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS275922653	2021-03-23 21:23:10.058299	32858	species	Yellow-rumped Warbler	Setophaga coronata			3					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Hibernia County Park--Chambers Lake	L865342	H	40.0308266	-75.8571303	2014-10-11	15:00:00	obsr17906	S20201768	Traveling	P22	EBIRD	120	0.966		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS276831445	2018-10-12 12:52:52	32858	species	Yellow-rumped Warbler	Setophaga coronata			3					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_914	29			Dreamcatcher Farm - Home	L2629183	P	40.2140793	-75.7314098	2014-10-18	09:30:00	obsr478956	S20264748	Stationary	P21	EBIRD	25			1	1		0	1	0		Sitting in a chair on the side porch.		
URN:CornellLabOfOrnithology:EBIRD:OBS276895494	2021-04-01 15:14:13.10447	32858	species	Yellow-rumped Warbler	Setophaga coronata			30					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2014-10-16	08:20:00	obsr345517	S20268833	Traveling	P22	EBIRD	160	2.816		11	1	G1022692	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS274949864	2021-04-01 15:14:13.10447	32858	species	Yellow-rumped Warbler	Setophaga coronata			20					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2014-10-05	17:15:00	obsr453541	S20050723	Traveling	P22	EBIRD	80	2.414		4	1	G1014675	0	1	0			Estimate	
URN:CornellLabOfOrnithology:EBIRD:OBS275662470	2021-03-25 00:00:02.137287	32858	species	Yellow-rumped Warbler	Setophaga coronata			25					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2014-10-09	08:30:00	obsr185422	S20182827	Traveling	P22	EBIRD	150	2.414		11	1	G1017127	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS281139367	2014-11-16 13:04:20	32858	species	Yellow-rumped Warbler	Setophaga coronata			3					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_960	29			Johnson property	L733094	P	39.9796194	-75.4604959	2014-10-26	08:34:00	obsr162111	S20571706	Traveling	P22	EBIRD	20	0.644		4	1	G1046352	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS276683640	2021-04-01 15:14:13.10447	32858	species	Yellow-rumped Warbler	Setophaga coronata			30					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2014-10-16	08:20:00	obsr367745	S20254302	Traveling	P22	EBIRD	160	2.816		11	1	G1022692	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS276072109	2021-04-01 15:14:13.10447	32858	species	Yellow-rumped Warbler	Setophaga coronata			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2014-10-12	08:00:00	obsr419917	S20211597	Traveling	P22	EBIRD	180	2.575		6	1	G1018917	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS276050157	2018-08-03 16:44:36	32858	species	Yellow-rumped Warbler	Setophaga coronata			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_960	29			Crawfords' - Easttown, Chester, PA (Private)	L1574113	P	40.0080710	-75.4379830	2014-10-12	11:30:00	obsr322614	S20210278	Traveling	P22	EBIRD	15	0.241		1	1		0	1	0		<br />Submitted from BirdLog NA for iOS, version 1.8		
URN:CornellLabOfOrnithology:EBIRD:OBS276237350	2021-03-25 00:00:02.137287	32858	species	Yellow-rumped Warbler	Setophaga coronata			30					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2014-10-11	07:00:00	obsr185422	S20222540	Stationary	P21	EBIRD	650			15	1	G1019265	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS274828892	2017-08-23 12:31:35	32858	species	Yellow-rumped Warbler	Setophaga coronata			4					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2014-10-05	18:40:00	obsr185422	S20042320	Incidental	P20	EBIRD				5	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS275666755	2021-03-25 00:00:02.137287	32858	species	Yellow-rumped Warbler	Setophaga coronata			25					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2014-10-09	08:30:00	obsr246969	S20183109	Traveling	P22	EBIRD	150	2.414		11	1	G1017127	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS275116824	2014-10-11 20:48:33	32858	species	Yellow-rumped Warbler	Setophaga coronata			3					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			My Home	L992542	P	39.8646601	-75.6010544	2014-10-07	07:35:00	obsr171621	S20056611	Incidental	P20	EBIRD				1	0		0	1	0		Breezy and mild. Cloudy.		
URN:CornellLabOfOrnithology:EBIRD:OBS275608257	2018-08-03 16:44:09	32858	species	Yellow-rumped Warbler	Setophaga coronata			6					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			White Clay Creek Preserve (PA)	L129676	H	39.7471405	-75.7739174	2014-10-09	07:30:00	obsr222247	S20178893	Traveling	P22	EBIRD	68	2.012		1	1		0	1	0		Covered around the park office a bit, then hiked down the Creek Road Trail to the Delaware border.----Non-bird: 2-3 Eastern Gray Squirrels.----Submitted from  BirdLog NA for Android v1.9.6		
URN:CornellLabOfOrnithology:EBIRD:OBS276041165	2021-03-25 00:00:02.137287	32858	species	Yellow-rumped Warbler	Setophaga coronata			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Y2 - Home Habitat	L1008591	P	40.0620254	-75.3877518	2014-10-12	11:30:00	obsr5989	S20209677	Stationary	P21	EBIRD	20			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS281120536	2014-11-16 13:04:20	32858	species	Yellow-rumped Warbler	Setophaga coronata			3					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_960	29			Johnson property	L733094	P	39.9796194	-75.4604959	2014-10-26	08:34:00	obsr188811	S20570373	Traveling	P22	EBIRD	20	0.644		4	1	G1046352	0	1	0		Observers: Marilyn Smith, Win Shafer, Rick Keyser and Steve Strawbridge--CLR, 46 degrees F, WINL		
URN:CornellLabOfOrnithology:EBIRD:OBS274185298	2021-03-25 00:00:02.137287	32858	species	Yellow-rumped Warbler	Setophaga coronata			3					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			My Home	L992542	P	39.8646601	-75.6010544	2014-10-01	07:30:00	obsr171621	S19997638	Stationary	P21	EBIRD	155			1	1		0	1	0		Mostly cloudy and cool. A GREAT bird morning.		
URN:CornellLabOfOrnithology:EBIRD:OBS275744859	2021-03-25 00:00:02.137287	32858	species	Yellow-rumped Warbler	Setophaga coronata			6					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_914	29			Crows Nest Preserve	L657153	H	40.1894305	-75.7555926	2014-10-10	09:55:00	obsr118882	S20189047	Traveling	P22	EBIRD	200	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS277818954	2021-03-25 00:00:02.137287	32858	species	Yellow-rumped Warbler	Setophaga coronata			7					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2014-10-25	08:05:00	obsr24203	S20332238	Traveling	P22	EBIRD	235	3.219		2	1		0	1	0		Carol and Ron Majors with a little input from Larry Lewis		
URN:CornellLabOfOrnithology:EBIRD:OBS276734607	2021-03-25 00:00:02.137287	32858	species	Yellow-rumped Warbler	Setophaga coronata			4					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2014-10-16	16:55:00	obsr23029	S20257973	Traveling	P22	EBIRD	120	1.609		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS276679895	2021-04-01 15:14:13.10447	32858	species	Yellow-rumped Warbler	Setophaga coronata			30					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2014-10-16	08:20:00	obsr453541	S20254068	Traveling	P22	EBIRD	160	2.816		11	1	G1022692	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS276822009	2018-08-03 16:44:50	32858	species	Yellow-rumped Warbler	Setophaga coronata			20					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2014-10-18	07:03:00	obsr293440	S20264057	Traveling	P22	EBIRD	170	3.219		1	1	G1023353	0	1	0			Estimate likely more	
URN:CornellLabOfOrnithology:EBIRD:OBS274589563	2021-03-25 00:00:02.137287	32858	species	Yellow-rumped Warbler	Setophaga coronata			10					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2014-10-04	09:40:00	obsr218962	S20026806	Traveling	P22	EBIRD	95	3.219		2	1	G1013068	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS278002927	2018-08-03 16:45:16	32858	species	Yellow-rumped Warbler	Setophaga coronata			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Longwood Gardens--Abbondi Property (restricted access)	L503797	H	39.8727917	-75.6859303	2014-10-26	08:05:00	obsr146205	S20344139	Traveling	P22	EBIRD	135	4.828		2	1		0	1	0		Ron and Carol Majors		
URN:CornellLabOfOrnithology:EBIRD:OBS278103248	2021-03-25 00:00:02.137287	32858	species	Yellow-rumped Warbler	Setophaga coronata			7					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Welkinweir	L252379	H	40.1545872	-75.6819338	2014-10-25	08:00:00	obsr427382	S20351213	Traveling	P22	EBIRD	150	3.219		13	1	G1030128	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS276063160	2014-10-12 16:33:27	32858	species	Yellow-rumped Warbler	Setophaga coronata			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			North Ridge Backyard	L715643	P	40.0428277	-75.6485081	2014-10-12	14:40:00	obsr185422	S20211045	Area	P23	EBIRD	70		0.2023	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS275983037	2021-04-01 15:14:13.10447	32858	species	Yellow-rumped Warbler	Setophaga coronata			7					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2014-10-11	05:45:00	obsr21578	S20205853	Stationary	P21	EBIRD	720			4	1	G1018577	0	1	0		Bucktoe Big Sit by the Deadwood Birders.  Rain showers in the morning, ending by mid-day, then overcast and in the low 50's.		
URN:CornellLabOfOrnithology:EBIRD:OBS278844926	2021-03-25 00:00:02.137287	32858	species	Yellow-rumped Warbler	Setophaga coronata			3					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2014-10-30	08:30:00	obsr233063	S20403835	Traveling	P22	EBIRD	180	3.219		13	1	G1034044	0	1	0		Weekly walk with group...The weather was Sunny with clouds and temperature was around 60....Had 13 walkers including Louise Gensemer, Vern Gauthier, George Tallman,Mary Bleecker, and,Debby Kerns,..		
URN:CornellLabOfOrnithology:EBIRD:OBS277011469	2021-03-23 21:23:10.058299	32858	species	Yellow-rumped Warbler	Setophaga coronata			8					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2014-10-19	08:00:00	obsr185422	S20276314	Traveling	P22	EBIRD	125	2.414		1	1	G1024361	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS275703132	2021-03-25 00:00:02.137287	32858	species	Yellow-rumped Warbler	Setophaga coronata			25					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2014-10-09	08:30:00	obsr334962	S20185847	Traveling	P22	EBIRD	150	2.414		11	1	G1017127	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1090531347	2021-03-08 14:20:29.395855	32858	species	Yellow-rumped Warbler	Setophaga coronata			X					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Ellis Woods Park	L1356109	H	40.1983342	-75.6150661	2014-10-11		obsr318670	S83026239	Historical	P62	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS275748355	2018-08-03 16:44:26	32858	species	Yellow-rumped Warbler	Setophaga coronata			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Westtown School	L505253	P	39.9515217	-75.5432636	2014-10-10	09:30:00	obsr89518	S20189303	Traveling	P22	EBIRD	120	3.219		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS276050147	2018-08-03 16:44:37	32858	species	Yellow-rumped Warbler	Setophaga coronata			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_960	29			Crawfords' - Easttown, Chester, PA (Private)	L1574113	P	40.0080710	-75.4379830	2014-10-12	14:50:00	obsr322614	S20210276	Traveling	P22	EBIRD	30	0.483		1	1		0	1	0		<br />Submitted from BirdLog NA for iOS, version 1.8		
URN:CornellLabOfOrnithology:EBIRD:OBS277364933	2017-08-23 13:07:24	32858	species	Yellow-rumped Warbler	Setophaga coronata			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Hibernia County Park--Chambers Lake	L865342	H	40.0308266	-75.8571303	2014-10-20	12:45:00	obsr21752	S20299261	Traveling	P22	EBIRD	40	0.322		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS274633392	2021-03-25 00:00:02.137287	32858	species	Yellow-rumped Warbler	Setophaga coronata			25					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2014-10-04	16:11:00	obsr293440	S20029694	Traveling	P22	EBIRD	120	4.023		1	1	G1013390	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS274818243	2021-04-01 15:14:13.10447	32858	species	Yellow-rumped Warbler	Setophaga coronata			20					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2014-10-05	17:15:00	obsr218962	S20041646	Traveling	P22	EBIRD	80	2.414		4	1	G1014675	0	1	0		<br />Submitted from BirdLog NA for iOS, version 1.8	Estimate	
URN:CornellLabOfOrnithology:EBIRD:OBS278412579	2021-03-25 00:00:02.137287	32858	species	Yellow-rumped Warbler	Setophaga coronata			5					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_914	29			Crows Nest Preserve	L657153	H	40.1894305	-75.7555926	2014-10-29	10:50:00	obsr185422	S20372642	Traveling	P22	EBIRD	100	2.414		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS277791478	2021-03-25 00:00:02.137287	32858	species	Yellow-rumped Warbler	Setophaga coronata			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Longwood Gardens--Meadow Garden	L2212335	H	39.8773368	-75.6677341	2014-10-25	08:28:00	obsr21752	S20330512	Traveling	P22	EBIRD	137	3.219		1	1		0	1	0		Submitted from  BirdLog NA for Android v1.9.6		
URN:CornellLabOfOrnithology:EBIRD:OBS275729784	2021-04-01 15:14:13.10447	32858	species	Yellow-rumped Warbler	Setophaga coronata			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Peacedale Preserve	L1251601	H	39.7490245	-75.8412462	2014-10-10	07:52:00	obsr222247	S20187778	Traveling	P22	EBIRD	143	3.219		1	1		0	1	0		Mostly walking field edges.  I did venture into the woods on the west side of the preserve briefly (probably about 20 minutes of the overall duration).  Did not bird the section on the north side of Peacedale Rd.----Weather: mid-50's F, overcast throughout, minimal wind.--Non-bird: 4-5 Eastern Gray Squirrels, 1 Groundhog.----<a href="https://www.flickr.com/photos/stinkenroboter/15358582934" title="Monarch caterpillar (Peacedale Preserve)"><img src="https://farm8.staticflickr.com/7475/15358582934_f02e52b2d1_z.jpg" alt="Monarch caterpillar (Peacedale Preserve)" /></a>----Submitted from  BirdLog NA for Android v1.9.6		
